Nom,Marque,Taille,Prix,Categorie,Entreprise
Escalope de poulet,FERME,Barquette 300g,7.51,3,Géant
Shampooing HEAD & SHOULDERS,HEAD & SHOULDERS,Flacon 400ml,6.61,5,Géant
Lait demi-écrémé,CANDIA,Brique 1L,1.39,4,Géant
Lait demi-écrémé,CANDIA,Brique 1L,1.46,4,Géant
COCA COLA zéro,COCA COLA,La canette de 24cl,1.57,1,Géant
Viande hachée 5%,BOUCHERIE,Barquette 250g,7.56,3,MG
Fromage fondu LA VACHE,LA VACHE QUI RIT,Boîte 8 portions,2.22,4,Géant
Dentifrice SIGNAL,SIGNAL,Tube 75ml,3.54,5,Géant
Viande hachée 5%,BOUCHERIE,Barquette 250g,7.03,3,Carrefour
Shampooing HEAD & SHOULDERS,HEAD & SHOULDERS,Flacon 400ml,7.16,5,Carrefour
Gel douche DOVE,DOVE,Flacon 250ml,4.59,5,MG
Couscous DARI 500g,DARI,Paquet de 500g,1.91,2,Géant
Eau minérale SAFIA 1.5L,SAFIA,La bouteille de 1.5L,1.47,1,Carrefour
Lait demi-écrémé,CANDIA,Brique 1L,1.37,4,Géant
Shampooing HEAD & SHOULDERS,HEAD & SHOULDERS,Flacon 400ml,6.86,5,MG
Jus orange DÉLICE,DÉLICE,La bouteille de 1L,2.65,1,Géant
Escalope de poulet,FERME,Barquette 300g,7.45,3,MG
Lait demi-écrémé,CANDIA,Brique 1L,1.61,4,MG
Blanc de dinde fumé,MAGRET,Barquette 150g,4.62,3,MG
Gel douche DOVE,DOVE,Flacon 250ml,4.53,5,MG
Couscous DARI 500g,DARI,Paquet de 500g,2.05,2,Géant
Jus orange DÉLICE,DÉLICE,La bouteille de 1L,2.98,1,Carrefour
Viande hachée 5%,BOUCHERIE,Barquette 250g,6.95,3,MG
Pâtes RANDA 1kg,RANDA,Paquet de 1kg,1.55,2,Géant
Viande hachée 5%,BOUCHERIE,Barquette 250g,7.48,3,Géant
Eau minérale SAFIA 1.5L,SAFIA,La bouteille de 1.5L,1.02,1,Carrefour
Shampooing HEAD & SHOULDERS,HEAD & SHOULDERS,Flacon 400ml,7.22,5,Carrefour
Blanc de dinde fumé,MAGRET,Barquette 150g,4.94,3,Carrefour
Eau minérale SAFIA 1.5L,SAFIA,La bouteille de 1.5L,1.41,1,Carrefour
Jus orange DÉLICE,DÉLICE,La bouteille de 1L,3.17,1,Carrefour
Fromage fondu LA VACHE,LA VACHE QUI RIT,Boîte 8 portions,2.6,4,MG
Couscous DARI 500g,DARI,Paquet de 500g,2.17,2,Carrefour
Yaourt nature DÉLICE,DÉLICE,Pot 125g,0.75,4,Carrefour
Gel douche DOVE,DOVE,Flacon 250ml,4.55,5,Carrefour
Lait demi-écrémé,CANDIA,Brique 1L,1.45,4,Géant
Escalope de poulet,FERME,Barquette 300g,7.65,3,MG
Blanc de dinde fumé,MAGRET,Barquette 150g,5.24,3,Géant
Viande hachée 5%,BOUCHERIE,Barquette 250g,7.59,3,Carrefour
Eau minérale SAFIA 1.5L,SAFIA,La bouteille de 1.5L,1.16,1,Géant
Viande hachée 5%,BOUCHERIE,Barquette 250g,7.39,3,MG
Riz ONCLE BENS 1kg,ONCLE BENS,Paquet de 1kg,3.1,2,Géant
Shampooing HEAD & SHOULDERS,HEAD & SHOULDERS,Flacon 400ml,6.85,5,Carrefour
Blanc de dinde fumé,MAGRET,Barquette 150g,4.96,3,MG
Blanc de dinde fumé,MAGRET,Barquette 150g,4.75,3,MG
Riz ONCLE BENS 1kg,ONCLE BENS,Paquet de 1kg,2.72,2,MG
Blanc de dinde fumé,MAGRET,Barquette 150g,5.25,3,Géant
Riz ONCLE BENS 1kg,ONCLE BENS,Paquet de 1kg,2.42,2,Géant
Lait demi-écrémé,CANDIA,Brique 1L,1.92,4,MG
Escalope de poulet,FERME,Barquette 300g,7.75,3,MG
Fromage fondu LA VACHE,LA VACHE QUI RIT,Boîte 8 portions,2.47,4,Géant
Blanc de dinde fumé,MAGRET,Barquette 150g,4.67,3,Géant
Pâtes RANDA 1kg,RANDA,Paquet de 1kg,1.87,2,MG
Viande hachée 5%,BOUCHERIE,Barquette 250g,7.47,3,Géant
Couscous DARI 500g,DARI,Paquet de 500g,2.23,2,Carrefour
COCA COLA zéro,COCA COLA,La canette de 24cl,1.66,1,Carrefour
Yaourt nature DÉLICE,DÉLICE,Pot 125g,0.96,4,Carrefour
COCA COLA zéro,COCA COLA,La canette de 24cl,1.91,1,MG
Blanc de dinde fumé,MAGRET,Barquette 150g,4.7,3,MG
Riz ONCLE BENS 1kg,ONCLE BENS,Paquet de 1kg,2.62,2,Géant
Eau minérale SAFIA 1.5L,SAFIA,La bouteille de 1.5L,1.25,1,MG
Dentifrice SIGNAL,SIGNAL,Tube 75ml,3.33,5,Carrefour
Shampooing HEAD & SHOULDERS,HEAD & SHOULDERS,Flacon 400ml,6.67,5,Carrefour
Viande hachée 5%,BOUCHERIE,Barquette 250g,7.23,3,Géant
Pâtes RANDA 1kg,RANDA,Paquet de 1kg,1.6,2,Carrefour
Eau minérale SAFIA 1.5L,SAFIA,La bouteille de 1.5L,1.13,1,MG
Gel douche DOVE,DOVE,Flacon 250ml,4.44,5,MG
Pâtes RANDA 1kg,RANDA,Paquet de 1kg,2.03,2,Carrefour
Blanc de dinde fumé,MAGRET,Barquette 150g,4.77,3,Géant
Blanc de dinde fumé,MAGRET,Barquette 150g,4.72,3,Géant
Jus orange DÉLICE,DÉLICE,La bouteille de 1L,2.68,1,Carrefour
Gel douche DOVE,DOVE,Flacon 250ml,4.55,5,Géant
Riz ONCLE BENS 1kg,ONCLE BENS,Paquet de 1kg,2.42,2,Carrefour
Gel douche DOVE,DOVE,Flacon 250ml,4.76,5,Carrefour
Gel douche DOVE,DOVE,Flacon 250ml,4.33,5,MG
Jus orange DÉLICE,DÉLICE,La bouteille de 1L,2.85,1,MG
Blanc de dinde fumé,MAGRET,Barquette 150g,4.6,3,Carrefour
Riz ONCLE BENS 1kg,ONCLE BENS,Paquet de 1kg,2.63,2,Carrefour
Shampooing HEAD & SHOULDERS,HEAD & SHOULDERS,Flacon 400ml,7.26,5,MG
Blanc de dinde fumé,MAGRET,Barquette 150g,4.61,3,MG
Blanc de dinde fumé,MAGRET,Barquette 150g,4.69,3,Carrefour
Yaourt nature DÉLICE,DÉLICE,Pot 125g,0.87,4,Géant
Riz ONCLE BENS 1kg,ONCLE BENS,Paquet de 1kg,2.57,2,Carrefour
Eau minérale SAFIA 1.5L,SAFIA,La bouteille de 1.5L,0.89,1,MG
Eau minérale SAFIA 1.5L,SAFIA,La bouteille de 1.5L,1.42,1,Géant
Viande hachée 5%,BOUCHERIE,Barquette 250g,7.35,3,MG
Blanc de dinde fumé,MAGRET,Barquette 150g,4.64,3,MG
Lait demi-écrémé,CANDIA,Brique 1L,1.84,4,Carrefour
COCA COLA zéro,COCA COLA,La canette de 24cl,1.48,1,Géant
Fromage fondu LA VACHE,LA VACHE QUI RIT,Boîte 8 portions,2.25,4,Carrefour
Fromage fondu LA VACHE,LA VACHE QUI RIT,Boîte 8 portions,2.8,4,MG
Riz ONCLE BENS 1kg,ONCLE BENS,Paquet de 1kg,2.79,2,MG
Lait demi-écrémé,CANDIA,Brique 1L,1.31,4,MG
Yaourt nature DÉLICE,DÉLICE,Pot 125g,1.06,4,MG
Riz ONCLE BENS 1kg,ONCLE BENS,Paquet de 1kg,2.7,2,Carrefour
Fromage fondu LA VACHE,LA VACHE QUI RIT,Boîte 8 portions,2.39,4,Carrefour
Jus orange DÉLICE,DÉLICE,La bouteille de 1L,2.63,1,MG
Eau minérale SAFIA 1.5L,SAFIA,La bouteille de 1.5L,0.9,1,MG
Fromage fondu LA VACHE,LA VACHE QUI RIT,Boîte 8 portions,2.23,4,Carrefour
Escalope de poulet,FERME,Barquette 300g,7.39,3,MG
Pâtes RANDA 1kg,RANDA,Paquet de 1kg,1.38,2,MG
Shampooing HEAD & SHOULDERS,HEAD & SHOULDERS,Flacon 400ml,7.08,5,Géant
Shampooing HEAD & SHOULDERS,HEAD & SHOULDERS,Flacon 400ml,6.84,5,MG
Gel douche DOVE,DOVE,Flacon 250ml,4.67,5,Carrefour
Lait demi-écrémé,CANDIA,Brique 1L,1.33,4,Carrefour
Shampooing HEAD & SHOULDERS,HEAD & SHOULDERS,Flacon 400ml,7.03,5,MG
Lait demi-écrémé,CANDIA,Brique 1L,1.75,4,Géant
Shampooing HEAD & SHOULDERS,HEAD & SHOULDERS,Flacon 400ml,6.63,5,MG
Viande hachée 5%,BOUCHERIE,Barquette 250g,7.08,3,Carrefour
COCA COLA zéro,COCA COLA,La canette de 24cl,1.43,1,Géant
Shampooing HEAD & SHOULDERS,HEAD & SHOULDERS,Flacon 400ml,7.18,5,MG
COCA COLA zéro,COCA COLA,La canette de 24cl,1.86,1,Carrefour
Blanc de dinde fumé,MAGRET,Barquette 150g,5.08,3,Carrefour
Couscous DARI 500g,DARI,Paquet de 500g,2.17,2,Géant
Escalope de poulet,FERME,Barquette 300g,7.93,3,MG
Blanc de dinde fumé,MAGRET,Barquette 150g,4.68,3,MG
Jus orange DÉLICE,DÉLICE,La bouteille de 1L,2.99,1,MG
Pâtes RANDA 1kg,RANDA,Paquet de 1kg,1.84,2,Géant
Yaourt nature DÉLICE,DÉLICE,Pot 125g,0.94,4,Géant
Dentifrice SIGNAL,SIGNAL,Tube 75ml,3.65,5,Carrefour
Gel douche DOVE,DOVE,Flacon 250ml,4.7,5,Géant
COCA COLA zéro,COCA COLA,La canette de 24cl,1.41,1,Carrefour
Couscous DARI 500g,DARI,Paquet de 500g,2.09,2,Carrefour
COCA COLA zéro,COCA COLA,La canette de 24cl,1.55,1,MG
Yaourt nature DÉLICE,DÉLICE,Pot 125g,0.61,4,Géant
Eau minérale SAFIA 1.5L,SAFIA,La bouteille de 1.5L,1.38,1,Carrefour
Gel douche DOVE,DOVE,Flacon 250ml,4.82,5,Géant
Blanc de dinde fumé,MAGRET,Barquette 150g,4.93,3,MG
Riz ONCLE BENS 1kg,ONCLE BENS,Paquet de 1kg,2.43,2,Géant
Pâtes RANDA 1kg,RANDA,Paquet de 1kg,1.55,2,Géant
Lait demi-écrémé,CANDIA,Brique 1L,1.49,4,MG
